-242.0 , 196.0
-132.0 , 197.0
-96.0 , 124.0
0.0 , 104.0
101.0 , 181.0
81.0 , 95.0
4.0 , 65.0
76.0 , 34.0
166.0 , 60.0
163.0 , 17.0
83.0 , -31.0
83.0 , -136.0
135.0 , -147.0
151.0 , -91.0
243.0 , -66.0
221.0 , 21.0
347.0 , 41.0
266.0 , -9.0
290.0 , -65.0
354.0 , -106.0
316.0 , -179.0
277.0 , -136.0
277.0 , -103.0
197.0 , -155.0
167.0 , -222.0
89.0 , -183.0
89.0 , -251.0
4.0 , -269.0
29.0 , -122.0
-44.0 , -105.0
-200.0 , -180.0
-286.0 , -180.0
-128.0 , -41.0
-188.0 , -47.0
-305.0 , -118.0
-306.0 , -163.0
-354.0 , -161.0
-327.0 , -14.0
-167.0 , 63.0
-223.0 , 74.0
-305.0 , 40.0
-286.0 , 89.0
-345.0 , 103.0
-238.0 , 144.0
-237.0 , 121.0
-182.0 , 131.0
-149.0 , 131.0
